"","kingdom","phylum","class","order","family","genus","species"
"2719588",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria sp. KD4"
"1702043",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria sp. BT304"
"446860",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria flava"
"1272",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria varians"
"1049583",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria indica"
"72000",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria rhizophila"
"1155384",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter sp. ZJUTW"
"37929",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter nicotianae"
"37931",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter ureafaciens"
"43663",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter aurescens"
"1270",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","Micrococcus luteus"
"1179670",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","Micrococcus sp. KBS0714"
"172042",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia aeria"
"396015",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia terrae"
"2047",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia dentocariosa"
"169480",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia amarae"
"2058657",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Zhihengliuella","Zhihengliuella sp. ISTPL4"
"37927",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas","Sinomonas atrocyanea"
"556325",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Neomicrococcus","Neomicrococcus aestuarii"
"1618207",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Psychromicrobium","Psychromicrobium lacuslunae"
"2170745",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Auritidibacter","Auritidibacter sp. NML130574"
"1646",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Renibacterium","Renibacterium salmoninarum"
"2600320",NA,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia","Nesterenkonia sp. NBAIMH1"
"1714373",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. No. 7"
"2603598",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. CBA3102"
"2489212",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. RG1"
"367477",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. XT11"
"2614638",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. ST-M6"
"912630",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. LKL04"
"2567934",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. 4R-513"
"2614639",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. L-031"
"2268461",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. ABRD_28"
"2709304",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. Se63.02b"
"1938334",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. TPU 3598"
"2048898",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. Y-01"
"2606451",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. 1S1"
"1916917",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. 1.5R"
"2766784",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. Nx66"
"1795053",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. PAMC 28756"
"2070348",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. SGAir0570"
"1696072",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. CGR1"
"2103230",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. str. 'China'"
"104336",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium foliorum"
"162426",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium hominis"
"273677",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium oleivorans"
"2509458",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium protaetiae"
"36805",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium aurum"
"743009",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium oryzae"
"1072463",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium lemovicicum"
"370764",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium pygmaeum"
"2033",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium testaceum"
"57043",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium esteraromaticum"
"84292",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium chocolatum"
"2541726",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium wangchenii"
"936337",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium amylolyticum"
"1526412",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium endophyticum"
"300019",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium paludicola"
"199592",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium paraoxydans"
"2609257",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. VKM Ac-2804"
"2609253",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. VKM Ac-2760"
"2609255",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. VKM Ac-2801"
"2609258",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. VKM Ac-2805"
"2609254",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter sp. VKM Ac-2762"
"110937",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter festucae"
"59737",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter iranicus"
"1671680",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter tanaceti"
"33887",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi"
"33888",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter tritici"
"145458",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter","Rathayibacter toxicus"
"2585717",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. HY052"
"2592652",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. KACC 19306"
"2498704",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. LHK192"
"2080742",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. MF30-A"
"453304",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces aureus"
"589382",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces flavus"
"2509455",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces protaetiae"
"1798223",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia sp. 21MFCrub1.1"
"1575",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia xyli"
"150026",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia shinshuensis"
"1561023",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp. MR_MD2014"
"2070337",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp. SGAir0471"
"2588937",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium sp. csp3"
"2035",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium flaccumfaciens"
"69373",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium pusillum"
"1935379",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter muris"
"2714934",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter sp. HDW9B"
"2714933",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter sp. HDW9A"
"1784719",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter triazinivorans"
"683042",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter denitrificans"
"684552",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus carbonis"
"2070347",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus sp. SGAir0287"
"2220095",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium","Cryobacterium soli"
"1978566",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium","Cryobacterium sp. LW097"
"670052",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium","Cryobacterium arcticum"
"2599293",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Humibacter","Humibacter sp. WJ7-1"
"2282656",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Humibacter","Humibacter sp. BT305"
"1795630",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans","Frondihabitans sp. PAMC 28766"
"1446794",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans","Frondihabitans sp. 762G35"
"2116510",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Mycetocola","Mycetocola sp. JXN-3"
"2079792",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Mycetocola","Mycetocola sp. 449"
"2583822",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter sp. M259"
"150123",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Plantibacter","Plantibacter flavus"
"529884",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna","Rhodoluna lacicola"
"232537",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna","Rhodoluna limnophila"
"535712",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna","Candidatus Rhodoluna planktonica"
"2499157",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna sp. 15G-AUS-rot"
"1855377",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna sp. UB-MaderosW2red"
"2759943",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Protaetiibacter","Protaetiibacter sp. SSC-01"
"2419774",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Protaetiibacter","Protaetiibacter intestinalis"
"2603292",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","Salinibacterium sp. dk2585"
"2508880",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","Salinibacterium sp. UTAS2018"
"2079791",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","Salinibacterium sp. CGMCC 1.16371"
"2735133",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","Herbiconiux sp. SALV-R1"
"1619308",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cnuibacter","Cnuibacter physcomitrellae"
"2772253",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Chryseoglobus","Chryseoglobus sp. 28M-23"
"2750620",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Chryseoglobus","Chryseoglobus sp. CTD02-10-2"
"1804990",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,"Microbacteriaceae bacterium WY83"
"2596916",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frigoribacterium","Frigoribacterium sp. NBH87"
"2592654",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas","Lysinimonas sp. KACC 19322"
"674079",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Marisediminicola","Marisediminicola antarctica"
"2419771",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Gryllotalpicola","Gryllotalpicola protaetiae"
"2596912",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Glaciihabitans","Glaciihabitans sp. INWT7"
"2079575",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium","Aurantimicrobium sp. MWH-Uga1"
"279828",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microcella","Microcella alkaliphila"
"1159327",NA,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pontimonas","Pontimonas salivibrio"
"767452",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus","Serinicoccus chungangensis"
"1078471",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus","Serinicoccus profundi"
"1758689",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus","Serinicoccus hydrothermalis"
"2761047",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter sp. YB324"
"53458",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter limosus"
"262209",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter melonis"
"857417",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter indicus"
"2594265",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","Ornithinimicrobium sp. H23M54"
"2508882",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium","Ornithinimicrobium sp. HY006"
"2714941",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus sp. HDW14"
"1690220",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus endophyticus"
"443156",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus","Phycicoccus dokdonensis"
"1658671",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus","Arsenicicoccus sp. oral taxon 190"
"1813880",NA,"Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Tetrasphaera","Tetrasphaera sp. HKS02"
"2704467",NA,"Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas sp. H30R-01"
"1711",NA,"Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas flavigena"
"2566013",NA,"Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas shaoxiangyii"
"1179673",NA,"Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Oerskovia","Oerskovia sp. KBS0722"
"2758442",NA,"Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea","Actinotalea sp. JY-7876"
"2587808",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium sp. BI34T"
"2731680",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium sp. 72-3"
"1980001",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium sp. TH-20"
"1710",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium cellulans"
"186189",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Xylanimonas","Xylanimonas cellulosilytica"
"372663",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Isoptericola","Isoptericola dokdonensis"
"2509457",NA,"Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Xylanimicrobium","Xylanimicrobium sp. FW10M-9"
"556288",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium saurashtrense"
"2017484",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium vulturis"
"1667168",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter","Dermabacter jinjuensis"
"472569",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Devriesea","Devriesea agamarum"
"2575923",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. CS2"
"2697565",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. o2"
"2725563",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. 'Marine'"
"1496080",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. YB235"
"2762330",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium sp. PAMC23299"
"1703",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium linens"
"1136497",NA,"Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium siliguriense"
"2589797",NA,"Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia","Georgenia sp. Z443"
"2762331",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","Dermacoccus sp. PAMC28757"
"571913",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Luteipulveratus","Luteipulveratus mongoliensis"
"100225",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Austwickia","Austwickia chelonae"
"1863",NA,"Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Dermatophilus","Dermatophilus congolensis"
"2675754",NA,"Actinobacteria","Actinobacteria","Micrococcales","Ruaniaceae","Haloactinobacterium","Haloactinobacterium sp. HY164"
"2603206",NA,"Actinobacteria","Actinobacteria","Micrococcales","Ruaniaceae","Ruania","Ruania sp. HY168"
"60920",NA,"Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter keddieii"
"2714931",NA,"Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter sp. HDW7"
"1133546",NA,"Actinobacteria","Actinobacteria","Micrococcales",NA,"Luteimicrobium","Luteimicrobium xylanilyticum"
"2039",NA,"Actinobacteria","Actinobacteria","Micrococcales",NA,"Tropheryma","Tropheryma whipplei"
"43674",NA,"Actinobacteria","Actinobacteria","Micrococcales","Jonesiaceae","Jonesia","Jonesia denitrificans"
"1791",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium aurum"
"1772",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium smegmatis"
"212765",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium madagascariense"
"758802",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium litorale"
"53462",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium mageritense"
"39688",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium duvalii"
"39695",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium tokaiense"
"134601",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium goodii"
"1800",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium chubuense"
"1793",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium fallax"
"46351",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium hassiacum"
"39692",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium parafortuitum"
"110539",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium vanbaalenii"
"370526",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium rutilum"
"1286181",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium arabiense"
"146017",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium boenickei"
"258505",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium fluoranthenivorans"
"319706",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium phocaicum"
"1804",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium gilvum"
"1534349",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium helvum"
"444597",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium insubricum"
"36813",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium pulveris"
"1794",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium gadium"
"117567",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium frederiksbergense"
"1810",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium vaccae"
"28047",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium confluentis"
"319707",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium aubagnense"
"1766",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium fortuitum"
"36814",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium rhodesiae"
"1797",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium thermoresistibile"
"216929",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium psychrotolerans"
"1792",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium chitae"
"1771",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium phlei"
"1534348",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium sarraceniae"
"39694",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium poriferae"
"67081",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium alvei"
"126673",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium doricum"
"1249101",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium celeriflavum"
"85693",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium monacense"
"1682113",NA,"Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. YC-RL4"
