"","kingdom","phylum","class","order","family","genus","species"
"498163","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria feejeensis"
"1912656","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","Nemania sp."
"2530196","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae",NA,"Xylariaceae sp. 1 MH-2019"
"744032","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Theissenia","Theissenia sp. PS-2010a"
"1812719","Fungi","Ascomycota","Sordariomycetes","Xylariales","Apiosporaceae","Arthrinium","Arthrinium yunnanum"
"2486199","Fungi","Ascomycota","Sordariomycetes","Xylariales","Fasciatisporaceae","Fasciatispora","Fasciatispora arengae"
"1085307","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hyponectriaceae","Physalospora","Physalospora sp. 3 FMAF-2011"
"1799119","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,"Xylariomycetidae sp. ARIZ FL2152"
"77629","Fungi","Ascomycota","Sordariomycetes","Lulworthiales","Lulworthiaceae","Lulworthia","Lulworthia grandispora"
"1835166","Fungi","Ascomycota","Sordariomycetes","Lulworthiales","Lulworthiaceae","Kohlmeyeriella","Kohlmeyeriella crassa"
"2758932","Fungi","Ascomycota","Sordariomycetes","Meliolales","Meliolaceae","Meliola","Meliola bauhiniicola"
"2022764","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora zimmermanii"
"114231","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora sphaerica"
"1463999","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis sinoallii"
"108355","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Myriosclerotinia","Myriosclerotinia duriaeana"
"54680","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerencoelia","Sclerencoelia fascicularis"
"766200","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala cf. fortinii CSP13"
"2758702","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia sp. 6 JT-2020"
"742142","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Venturiocistella","Venturiocistella japonica"
"108560","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula","Pezicula cinnamomea"
"108570","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula","Pezicula rubi"
"143937","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Neofabraea",NA
"47820","Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Lachnum","Lachnum fuscescens"
"1763308","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae",NA,"uncultured Crocicreas"
"315200","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Bryoglossum","Bryoglossum gracile"
"2575880","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,"Pseudotryblidium","Pseudotryblidium neesii"
"2729660","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,"Satchmopsis","Satchmopsis pini"
"2762644","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,"Helotiales sp. 1 MP-2020"
"1436312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Lambertella","Lambertella hicoriae"
"87898","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe","Erysiphe gracilis"
"1769241","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe","Erysiphe sidae"
"755163","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Neoerysiphe","Neoerysiphe kerribeeensis"
"1254094","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Geomyces","Geomyces sp. 12NJ08"
"27318","Fungi","Ascomycota","Leotiomycetes",NA,"Myxotrichaceae","Skoua","Skoua fertilis"
"2491069","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Lichinodium","Lichinodium sirosiphoideum"
"931591","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Rhytisma","Rhytisma andromedae"
"2490632","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Elytroderma","Elytroderma sp."
"581220","Fungi","Ascomycota","Leotiomycetes","Rhytismatales",NA,NA,"uncultured Rhytismatales"
"2611387","Fungi","Ascomycota","Leotiomycetes","Phacidiales",NA,"Collophorina","Collophorina germanica"
"2739028","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Tympanidaceae","Claussenomyces","Claussenomyces aff. atrovirens"
"1749288","Fungi","Ascomycota","Laboulbeniomycetes","Laboulbeniales","Laboulbeniaceae","Polyandromyces","Polyandromyces coptosomalis"
"1562343","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sp. MBL1612"
"1131476","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus pisci"
"2606523","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus magaliesburgensis"
"1810912","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus foeniculicola"
"1940524","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus arcoverdensis"
"168461","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium sp. KCTC16092"
"116971","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium decaturense"
"2570639","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium alagoense"
"47248","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium carneum"
"1506165","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium hennebertii"
"1178837","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium angustiporcatum"
"1266769","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces ruber"
"2022155","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces tiftonensis"
"2022148","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces ricevillensis"
"1054610","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,"Eurotiales sp. 2 WL-2011"
"63418","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","Trichophyton equinum"
"1524823","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Nannizzia","Nannizzia incurvata"
"1658174","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Blastomyces","Blastomyces percursus"
"1690455","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthronopsis","Auxarthronopsis bandhavgarhensis"
"33185","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron",NA
"1469421","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,"uncultured Onygenaceae"
"215247","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala nishimurae"
"470450","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora proteae"
"319420","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","Rhinocladiella similis"
"470106","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Thysanorea","Thysanorea papuana"
"856652","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora pluriseptata"
"1934148","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,"Chaetothyriales sp. KhNk32"
"172337","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Dermatocarpon","Dermatocarpon taminium"
"445422","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Dermatocarpon","Dermatocarpon sp. AAN-2007c"
"172327","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Dermatocarpon","Dermatocarpon meiophyllizum"
"468093","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Placopyrenium","Placopyrenium canellum"
"364731","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","Verrucaria nigrescens"
"468077","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Placidium","Placidium lachneum"
"468079","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Placidium","Placidium squamulosum"
"1776371","Fungi","Ascomycota","Eurotiomycetes","Pyrenulales","Pyrenulaceae","Lithothelium","Lithothelium immersum"
"316242","Fungi","Ascomycota","Eurotiomycetes","Mycocaliciales","Mycocaliciaceae","Chaenothecopsis","Chaenothecopsis fennica"
"316243","Fungi","Ascomycota","Eurotiomycetes","Mycocaliciales","Mycocaliciaceae","Chaenothecopsis","Chaenothecopsis golubkovae"
"1630122","Fungi","Ascomycota","Eurotiomycetes","Coryneliales","Coryneliaceae","Lagenulopsis","Lagenulopsis bispora"
"1187904","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria burnsii"
"181019","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria proteae"
"1342358","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria anigozanthi"
"1342362","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria cumini"
"119955","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternariae"
"1755169","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Edenia","Edenia sp. 1 NV-2015"
"450298","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,"uncultured Cochliobolus"
"125371","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Neophaeosphaeria","Neophaeosphaeria filamentosa"
"2698354","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella aloeicola"
"565429","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","Phoma radicina"
"55067","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"1819770","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Nodulosphaeria","Nodulosphaeria scabiosae"
"1460673","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria angularis"
"1932322","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Didymosphaeria","Didymosphaeria variabile"
"2482906","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Neokalmusia","Neokalmusia kunmingensis"
"2555544","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma bauhiniae"
"1243158","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Bambusicolaceae","Bambusicola",NA
"2499184","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Crassiperidium",NA
"1936012","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Ohleria","Ohleria modesta"
"1898613","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Clematidis","Clematidis italica"
"2499912","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Byssosphaeria","Byssosphaeria macarangae"
"1770616","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Gemmamyces","Gemmamyces piceae"
"2075327","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Astrosphaeriellaceae","Pteridiospora","Pteridiospora spinosispora"
"682071","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Roussoella","Roussoella pustulans"
"1608781","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,"Pleosporales sp. PSU-ES100"
"2681475","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","Torula polyseptata"
"100052","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Delitschiaceae","Delitschia","Delitschia winteri"
"947568","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massariaceae","Massaria","Massaria conspurcata"
"2219814","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Anteagloniaceae","Anteaglonium","Anteaglonium rubescens"
"531894","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","Lophiostoma cynaroidis"
"2508532","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Helicoon","Helicoon aff. pluriseptatum"
"1155233","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","Ochroconis musae"
"933099","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Neofusicladium","Neofusicladium eucalypti"
"2520561","Fungi","Ascomycota","Dothideomycetes","Venturiales","Cylindrosympodiaceae","Sympodiella","Sympodiella quercina"
"2200828","Fungi","Ascomycota","Dothideomycetes","Venturiales","Cylindrosympodiaceae","Septonema","Septonema sp. NK413"
"374757","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterographium","Hysterographium pulchrum"
"703487","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Gloniopsis","Gloniopsis subrugosa"
"703502","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Oedohysterium","Oedohysterium insidens"
"319634","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","Cercospora apiicola"
"394991","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sp. CBS 113387"
"2744570","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora diospyriphila"
"161671","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora eucalyptorum"
"945096","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia didyma"
"1873251","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia actinidia"
"438374","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia coleosporii"
"41254","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella",NA
"263923","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella populi"
"2059986","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ragnhildiana",NA
"2059991","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ragnhildiana","Ragnhildiana perfoliati"
"438390","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Septoria","Septoria mazi"
"593911","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Teratosphaeria","Teratosphaeria verrucosa"
"1920522","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Extremus","Extremus adstrictus"
"718272","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Phaeothecoidiellaceae","Phaeothecoidiella","Phaeothecoidiella illinoisensis"
"2100163","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Phaeothecoidiellaceae","Translucidithyrium","Translucidithyrium thailandicum"
"644425","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium sp. Gr149"
"887104","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium varians"
"147570","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Myriangiaceae","Myriangium","Myriangium duriaei"
"1891967","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia","Lasiodiplodia sp."
"45134","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum ribis"
"120392","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeria","Botryosphaeria vaccinii"
"1686411","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Eutiarosporella","Eutiarosporella tritici-australis"
"1534816","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta","Phyllosticta vitis-rotundifoliae"
"2654151","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta","Phyllosticta encephalarticola"
"1460146","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Guignardia","Guignardia sp. GSM5_5_8"
"2256884","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicosporium","Helicosporium flavisporum"
"314148","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicoma",NA
"1122594","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae",NA,"Tubeufiaceae sp. MFLUCC10-0120"
"2052173","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiales incertae sedis","Neorhamphoria","Neorhamphoria garethjonesii"
"1605832","Fungi","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae","Marcelaria","Marcelaria cumingii"
"714630","Fungi","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae","Pseudopyrenula","Pseudopyrenula subgregaria"
"2011959","Fungi","Ascomycota","Dothideomycetes","Monoblastiales","Monoblastiaceae","Anisomeridium","Anisomeridium sp."
"2687220","Fungi","Ascomycota","Dothideomycetes","Strigulales","Strigulaceae","Strigula","Strigula cf. smaragdula"
"2484186","Fungi","Ascomycota","Dothideomycetes",NA,"Micropeltidaceae","Micropeltis","Micropeltis asiatica"
"2575763","Fungi","Ascomycota","Dothideomycetes","Muyocopronales","Muyocopronaceae","Muyocopron","Muyocopron laterale"
"1524262","Fungi","Ascomycota","Dothideomycetes","Patellariales","Patellariaceae","Patellaria","Patellaria cf. atrata G.M. 2001-11-26 #04"
"2562266","Fungi","Ascomycota","Dothideomycetes","Stigmatodiscales","Stigmatodiscaceae","Stigmatodiscus","Stigmatodiscus labiatus"
"2709787","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,"Dothideomycetes sp. DRP-2020a"
"1542777","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae","Arthonia","Arthonia calcarea"
"887123","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae","Roccella","Roccella minuta"
"1542818","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae","Mazosia","Mazosia bambusae"
"1181313","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia subradiata"
"195758","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia caespiticia"
"195766","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia humilis"
"680251","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladia","Cladia corallaizon"
"161789","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Bacidia","Bacidia arceutina"
"2480707","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina crinita"
"2562109","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina sp. PJ-2019a"
"1274386","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Lecania","Lecania falcata"
"395067","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Lecania","Lecania leprosa"
"161818","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Bacidina","Bacidina inundata"
"2480739","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Thalloidima","Thalloidima physaroides"
"1276042","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","Usnea crocata"
"2559078","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema","Parmotrema saccatilobum"
"798216","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Bryoria","Bryoria nitidula"
"108954","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Protoparmelia","Protoparmelia badia"
"111581","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Protoparmelia","Protoparmelia montagnei"
"170996","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Allocetraria","Allocetraria flavonigrescens"
"326047","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Vulpicida","Vulpicida viridis"
"124738","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","Cetraria obtusata"
"856261","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Bulbothrix","Bulbothrix isidiza"
"413829","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Sulcaria","Sulcaria virens"
"358618","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Everniastrum","Everniastrum lipidiferum"
"235514","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthomaculina","Xanthomaculina hottentotta"
"1716565","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecidella","Lecidella tumidula"
"1975719","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Micareaceae","Micarea","Micarea herbarum"
"312194","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Mycoblastaceae","Mycoblastus",NA
"312200","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Mycoblastaceae","Mycoblastus","Mycoblastus sanguinarius"
"273066","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Squamarinaceae","Squamarina","Squamarina gypsacea"
"2584750","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Catillariaceae","Placolecis","Placolecis sublaevis"
"312213","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Pilocarpaceae","Fellhaneropsis","Fellhaneropsis myrtillicola"
"1048514","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","Stereocaulon tennesseense"
"63752","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria",NA
"696956","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Pseudocyphellaria","Pseudocyphellaria dubia"
"2079466","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Sticta","Sticta ainoae"
"168916","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Leptogium","Leptogium cyanescens"
"1381781","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Leptogium","Leptogium sp. JR10040B"
"1891655","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Leptogium","Leptogium acadiense"
"243206","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Leptogium","Leptogium saturninum"
"586085","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Staurolemma","Staurolemma omphalarioides"
"413841","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Parmeliella","Parmeliella appalachiensis"
"191117","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Psorophorus","Psorophorus fuegiensis"
"205622","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Heterodermia","Heterodermia albicans"
"116813","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia caesia"
"553289","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia subalbinea"
"116817","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia dubia"
"116790","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Buellia","Buellia alboatra"
"144685","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Buellia","Buellia capitis-regum"
"168910","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Calicium","Calicium viride"
"235853","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Pyrenodesmia","Pyrenodesmia chalybaea"
"2058373","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","Caloplaca sp."
"1302199","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Rufoplaca","Rufoplaca sp. 43 UA-2013"
"88741","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthoria",NA
"1301223","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Calogaya","Calogaya arnoldii"
"1300024","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes","Teloschistes hypoglaucus"
"2610163","Fungi","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae","Porpidia","Porpidia sp. TS-2019a"
"273115","Fungi","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae","Stephanocyclos","Stephanocyclos henssenianus"
"1232550","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Sarcographa","Sarcographa heteroclita"
"578096","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Sarcographa","Sarcographa sp. BCC 12132"
"1008989","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Gyalectaceae","Gyalecta","Gyalecta friesii"
"348126","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Porinaceae","Porina","Porina aenea"
"160984","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Varicellaria","Varicellaria rhodocarpa"
"1284429","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae",NA,"uncultured Sarea"
"170004","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Megasporaceae","Aspicilia","Aspicilia cinerea"
"883157","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Megasporaceae","Aspicilia","Aspicilia vagans"
"1263884","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Megasporaceae","Circinaria","Circinaria sp. 2 MS-2012"
"264802","Fungi","Ascomycota","Lecanoromycetes","Baeomycetales","Baeomycetaceae","Baeomyces","Baeomyces sp. SLJ472"
